IRIS,year,energy_type,sites,consumption_mwh,consumption_avg_mwh_per_site,population_2024,electric_heating_share_pct,residences_principales_2024,dpe_de_count_2024,dpe_fg_count_2024
173940000,2011,electricity,404,2755.5,6.82,905,34.4,346,224,67
173940000,2012,electricity,408,3028.6,7.42,905,34.4,346,224,67
173940000,2013,electricity,416,3136.8,7.54,905,34.4,346,224,67
173940000,2014,electricity,417,2834.1,6.8,905,34.4,346,224,67
173940000,2015,electricity,NA,,,905,34.4,346,224,67
173940000,2016,electricity,NA,,,905,34.4,346,224,67
173940000,2017,electricity,NA,,,905,34.4,346,224,67
173940000,2018,electricity,NA,,,905,34.4,346,224,67
173940000,2019,electricity,NA,,,905,34.4,346,224,67
173940000,2020,electricity,NA,,,905,34.4,346,224,67
173940000,2021,electricity,NA,,,905,34.4,346,224,67
173940000,2022,electricity,NA,,,905,34.4,346,224,67
173940000,2023,electricity,NA,,,905,34.4,346,224,67
173940000,2024,electricity,NA,,,905,34.4,346,224,67
173960000,2011,electricity,770,6642.8,8.63,1744,52.6,686,358,54
173960000,2012,electricity,777,6960.6,8.96,1744,52.6,686,358,54
173960000,2013,electricity,785,7126.0,9.08,1744,52.6,686,358,54
173960000,2014,electricity,787,6392.1,8.12,1744,52.6,686,358,54
173960000,2015,electricity,797,6534.6,8.2,1744,52.6,686,358,54
173960000,2016,electricity,821,6819.5,8.31,1744,52.6,686,358,54
173960000,2017,electricity,852,6730.0,7.9,1744,52.6,686,358,54
173960000,2018,electricity,752,5843.2,7.77,1744,52.6,686,358,54
173960000,2019,electricity,762,5825.6,7.65,1744,52.6,686,358,54
173960000,2020,electricity,781,5817.3,7.45,1744,52.6,686,358,54
173960000,2021,electricity,835,6442.7,7.72,1744,52.6,686,358,54
173960000,2022,electricity,906,6065.7,6.69,1744,52.6,686,358,54
173960000,2023,electricity,939,6150.4,6.55,1744,52.6,686,358,54
173960000,2024,electricity,938,6136.8,6.54,1744,52.6,686,358,54
174070000,2011,electricity,1687,14042.8,8.32,4961,47.5,2018,1022,141
174070000,2012,electricity,1789,15324.7,8.57,4961,47.5,2018,1022,141
174070000,2013,electricity,1852,16344.8,8.83,4961,47.5,2018,1022,141
174070000,2014,electricity,1905,15048.3,7.9,4961,47.5,2018,1022,141
174070000,2015,electricity,1947,15631.4,8.03,4961,47.5,2018,1022,141
174070000,2016,electricity,2019,16346.6,8.1,4961,47.5,2018,1022,141
174070000,2017,electricity,2105,16328.0,7.76,4961,47.5,2018,1022,141
174070000,2018,electricity,1968,14779.4,7.51,4961,47.5,2018,1022,141
174070000,2019,electricity,2098,14931.4,7.12,4961,47.5,2018,1022,141
174070000,2020,electricity,2133,15386.3,7.21,4961,47.5,2018,1022,141
174070000,2021,electricity,2179,16543.3,7.59,4961,47.5,2018,1022,141
174070000,2022,electricity,2217,15004.6,6.77,4961,47.5,2018,1022,141
174070000,2023,electricity,2246,14571.9,6.49,4961,47.5,2018,1022,141
174070000,2024,electricity,2280,14465.8,6.34,4961,47.5,2018,1022,141
174070000,2011,gas,171,2549.0,14.91,4961,47.5,2018,1022,141
174070000,2012,gas,207,3200.0,15.46,4961,47.5,2018,1022,141
174070000,2013,gas,242,3564.0,14.73,4961,47.5,2018,1022,141
174070000,2014,gas,249,3229.0,12.97,4961,47.5,2018,1022,141
174070000,2015,gas,255,3419.0,13.41,4961,47.5,2018,1022,141
174070000,2016,gas,258,3620.0,14.03,4961,47.5,2018,1022,141
174070000,2017,gas,264,3655.0,13.84,4961,47.5,2018,1022,141
174070000,2018,gas,261,2930.5,11.23,4961,47.5,2018,1022,141
174070000,2019,gas,322,3036.5,9.43,4961,47.5,2018,1022,141
174070000,2020,gas,321,2975.4,9.27,4961,47.5,2018,1022,141
174070000,2021,gas,321,3406.9,10.61,4961,47.5,2018,1022,141
174070000,2022,gas,319,2704.4,8.48,4961,47.5,2018,1022,141
174070000,2023,gas,317,2542.8,8.02,4961,47.5,2018,1022,141
174070000,2024,gas,312,2471.5,7.92,4961,47.5,2018,1022,141
174130000,2011,electricity,551,4100.7,7.44,1393,43.0,567,303,30
174130000,2012,electricity,553,4223.8,7.64,1393,43.0,567,303,30
174130000,2013,electricity,569,4313.4,7.58,1393,43.0,567,303,30
174130000,2014,electricity,578,4059.1,7.02,1393,43.0,567,303,30
174130000,2015,electricity,589,4284.3,7.27,1393,43.0,567,303,30
174130000,2016,electricity,609,4481.8,7.36,1393,43.0,567,303,30
174130000,2017,electricity,631,4457.1,7.06,1393,43.0,567,303,30
174130000,2018,electricity,591,4054.6,6.86,1393,43.0,567,303,30
174130000,2019,electricity,609,4062.4,6.67,1393,43.0,567,303,30
174130000,2020,electricity,617,4047.7,6.56,1393,43.0,567,303,30
174130000,2021,electricity,626,4262.5,6.81,1393,43.0,567,303,30
174130000,2022,electricity,631,3924.7,6.22,1393,43.0,567,303,30
174130000,2023,electricity,637,3895.0,6.11,1393,43.0,567,303,30
174130000,2024,electricity,638,3890.5,6.1,1393,43.0,567,303,30
174130000,2011,gas,167,2115.0,12.66,1393,43.0,567,303,30
174130000,2012,gas,167,2585.0,15.48,1393,43.0,567,303,30
174130000,2013,gas,166,2674.0,16.11,1393,43.0,567,303,30
174130000,2014,gas,165,2180.0,13.21,1393,43.0,567,303,30
174130000,2015,gas,170,2344.0,13.79,1393,43.0,567,303,30
174130000,2016,gas,177,2489.0,14.06,1393,43.0,567,303,30
174130000,2017,gas,178,2436.0,13.69,1393,43.0,567,303,30
174130000,2018,gas,171,1908.7,11.16,1393,43.0,567,303,30
174130000,2019,gas,183,1958.9,10.7,1393,43.0,567,303,30
174130000,2020,gas,190,1874.7,9.87,1393,43.0,567,303,30
174130000,2021,gas,190,2169.7,11.42,1393,43.0,567,303,30
174130000,2022,gas,189,1701.7,9.0,1393,43.0,567,303,30
174130000,2023,gas,184,1538.3,8.36,1393,43.0,567,303,30
174130000,2024,gas,180,1481.5,8.23,1393,43.0,567,303,30
174140000,2011,electricity,2120,15625.4,7.37,5384,40.3,2357,1258,189
174140000,2012,electricity,2144,16295.8,7.6,5384,40.3,2357,1258,189
174140000,2013,electricity,2239,16906.7,7.55,5384,40.3,2357,1258,189
174140000,2014,electricity,2303,15844.5,6.88,5384,40.3,2357,1258,189
174140000,2015,electricity,2356,16617.5,7.05,5384,40.3,2357,1258,189
174140000,2016,electricity,2496,17627.5,7.06,5384,40.3,2357,1258,189
174140000,2017,electricity,2560,17274.5,6.75,5384,40.3,2357,1258,189
174140000,2018,electricity,2532,16280.0,6.43,5384,40.3,2357,1258,189
174140000,2019,electricity,2616,16216.5,6.2,5384,40.3,2357,1258,189
174140000,2020,electricity,2725,16806.0,6.17,5384,40.3,2357,1258,189
174140000,2021,electricity,2781,18008.4,6.48,5384,40.3,2357,1258,189
174140000,2022,electricity,2874,16672.3,5.8,5384,40.3,2357,1258,189
174140000,2023,electricity,2940,16146.5,5.49,5384,40.3,2357,1258,189
174140000,2024,electricity,2967,16029.6,5.4,5384,40.3,2357,1258,189
174140000,2011,gas,707,9383.0,13.27,5384,40.3,2357,1258,189
174140000,2012,gas,709,11277.0,15.91,5384,40.3,2357,1258,189
174140000,2013,gas,722,11464.0,15.88,5384,40.3,2357,1258,189
174140000,2014,gas,740,9414.0,12.72,5384,40.3,2357,1258,189
174140000,2015,gas,753,9957.0,13.22,5384,40.3,2357,1258,189
174140000,2016,gas,791,10440.0,13.2,5384,40.3,2357,1258,189
174140000,2017,gas,814,10152.0,12.47,5384,40.3,2357,1258,189
174140000,2018,gas,860,9198.2,10.7,5384,40.3,2357,1258,189
174140000,2019,gas,912,9296.2,10.19,5384,40.3,2357,1258,189
174140000,2020,gas,922,8795.6,9.54,5384,40.3,2357,1258,189
174140000,2021,gas,933,9750.9,10.45,5384,40.3,2357,1258,189
174140000,2022,gas,984,7750.2,7.88,5384,40.3,2357,1258,189
174140000,2023,gas,1005,7594.6,7.56,5384,40.3,2357,1258,189
174140000,2024,gas,990,7421.0,7.5,5384,40.3,2357,1258,189
174200000,2011,electricity,971,7340.2,7.56,2350,54.1,1005,558,79
174200000,2012,electricity,982,7980.4,8.13,2350,54.1,1005,558,79
174200000,2013,electricity,996,8325.2,8.36,2350,54.1,1005,558,79
174200000,2014,electricity,1026,7468.6,7.28,2350,54.1,1005,558,79
174200000,2015,electricity,1025,7861.0,7.67,2350,54.1,1005,558,79
174200000,2016,electricity,1056,8227.3,7.79,2350,54.1,1005,558,79
174200000,2017,electricity,1089,8158.1,7.49,2350,54.1,1005,558,79
174200000,2018,electricity,1007,7389.7,7.34,2350,54.1,1005,558,79
174200000,2019,electricity,1039,7315.6,7.04,2350,54.1,1005,558,79
174200000,2020,electricity,1066,7518.1,7.05,2350,54.1,1005,558,79
174200000,2021,electricity,1147,8571.1,7.47,2350,54.1,1005,558,79
174200000,2022,electricity,1181,7756.4,6.57,2350,54.1,1005,558,79
174200000,2023,electricity,1218,7602.5,6.24,2350,54.1,1005,558,79
174200000,2024,electricity,1231,7547.2,6.13,2350,54.1,1005,558,79
174200000,2011,gas,149,2070.0,13.89,2350,54.1,1005,558,79
174200000,2012,gas,152,2500.0,16.45,2350,54.1,1005,558,79
174200000,2013,gas,151,2509.0,16.62,2350,54.1,1005,558,79
174200000,2014,gas,154,1993.0,12.94,2350,54.1,1005,558,79
174200000,2015,gas,155,2138.0,13.79,2350,54.1,1005,558,79
174200000,2016,gas,152,2246.0,14.78,2350,54.1,1005,558,79
174200000,2017,gas,159,2149.0,13.52,2350,54.1,1005,558,79
174200000,2018,gas,164,1950.9,11.9,2350,54.1,1005,558,79
174200000,2019,gas,170,2025.2,11.91,2350,54.1,1005,558,79
174200000,2020,gas,172,1992.4,11.58,2350,54.1,1005,558,79
174200000,2021,gas,175,2295.2,13.12,2350,54.1,1005,558,79
174200000,2022,gas,196,1860.6,9.49,2350,54.1,1005,558,79
174200000,2023,gas,195,1796.9,9.21,2350,54.1,1005,558,79
174200000,2024,gas,193,1755.3,9.09,2350,54.1,1005,558,79
174340101,2011,electricity,1447,8685.8,6.0,2771.09936756346,43.3,1260,773,163
174340101,2012,electricity,1460,9482.1,6.49,2771.09936756346,43.3,1260,773,163
174340101,2013,electricity,1489,9846.6,6.61,2771.09936756346,43.3,1260,773,163
174340101,2014,electricity,1521,9249.9,6.08,2771.09936756346,43.3,1260,773,163
174340101,2015,electricity,1532,9531.9,6.22,2771.09936756346,43.3,1260,773,163
174340101,2016,electricity,1566,9804.3,6.26,2771.09936756346,43.3,1260,773,163
174340101,2017,electricity,1585,9584.1,6.05,2771.09936756346,43.3,1260,773,163
174340101,2018,electricity,1428,7671.8,5.37,2771.09936756346,43.3,1260,773,163
174340101,2019,electricity,1433,7791.5,5.44,2771.09936756346,43.3,1260,773,163
174340101,2020,electricity,1453,7987.6,5.5,2771.09936756346,43.3,1260,773,163
174340101,2021,electricity,1436,8135.9,5.67,2771.09936756346,43.3,1260,773,163
174340101,2022,electricity,1450,7434.3,5.13,2771.09936756346,43.3,1260,773,163
174340101,2023,electricity,1468,7384.8,5.03,2771.09936756346,43.3,1260,773,163
174340101,2024,electricity,1493,7312.7,4.9,2771.09936756346,43.3,1260,773,163
174340101,2011,gas,465,6557.0,14.1,2771.09936756346,43.3,1260,773,163
174340101,2012,gas,465,7683.0,16.52,2771.09936756346,43.3,1260,773,163
174340101,2013,gas,477,7861.0,16.48,2771.09936756346,43.3,1260,773,163
174340101,2014,gas,497,6489.0,13.06,2771.09936756346,43.3,1260,773,163
174340101,2015,gas,508,6916.0,13.61,2771.09936756346,43.3,1260,773,163
174340101,2016,gas,506,7270.0,14.37,2771.09936756346,43.3,1260,773,163
174340101,2017,gas,503,6823.0,13.56,2771.09936756346,43.3,1260,773,163
174340101,2018,gas,463,5317.4,11.48,2771.09936756346,43.3,1260,773,163
174340101,2019,gas,481,5204.6,10.82,2771.09936756346,43.3,1260,773,163
174340101,2020,gas,445,4737.6,10.65,2771.09936756346,43.3,1260,773,163
174340101,2021,gas,481,5581.6,11.6,2771.09936756346,43.3,1260,773,163
174340101,2022,gas,480,4387.0,9.14,2771.09936756346,43.3,1260,773,163
174340101,2023,gas,448,4156.8,9.28,2771.09936756346,43.3,1260,773,163
174340101,2024,gas,466,4200.3,9.01,2771.09936756346,43.3,1260,773,163
174340102,2011,electricity,1310,8284.6,6.32,2120.0166532312,48.8,1071,755,103
174340102,2012,electricity,1323,8861.4,6.7,2120.0166532312,48.8,1071,755,103
174340102,2013,electricity,1344,9153.4,6.81,2120.0166532312,48.8,1071,755,103
174340102,2014,electricity,1342,8226.7,6.13,2120.0166532312,48.8,1071,755,103
174340102,2015,electricity,1364,8511.1,6.24,2120.0166532312,48.8,1071,755,103
174340102,2016,electricity,1368,8527.1,6.23,2120.0166532312,48.8,1071,755,103
174340102,2017,electricity,1361,8323.9,6.12,2120.0166532312,48.8,1071,755,103
174340102,2018,electricity,1200,6645.1,5.54,2120.0166532312,48.8,1071,755,103
174340102,2019,electricity,1191,6477.8,5.44,2120.0166532312,48.8,1071,755,103
174340102,2020,electricity,1187,6563.6,5.53,2120.0166532312,48.8,1071,755,103
174340102,2021,electricity,1310,7407.3,5.65,2120.0166532312,48.8,1071,755,103
174340102,2022,electricity,1341,6778.8,5.06,2120.0166532312,48.8,1071,755,103
174340102,2023,electricity,1345,6726.7,5.0,2120.0166532312,48.8,1071,755,103
174340102,2024,electricity,1338,6689.6,5.0,2120.0166532312,48.8,1071,755,103
174340102,2011,gas,344,6565.0,19.08,2120.0166532312,48.8,1071,755,103
174340102,2012,gas,340,7787.0,22.9,2120.0166532312,48.8,1071,755,103
174340102,2013,gas,331,7896.0,23.85,2120.0166532312,48.8,1071,755,103
174340102,2014,gas,328,6177.0,18.83,2120.0166532312,48.8,1071,755,103
174340102,2015,gas,337,6539.0,19.4,2120.0166532312,48.8,1071,755,103
174340102,2016,gas,342,6825.0,19.96,2120.0166532312,48.8,1071,755,103
174340102,2017,gas,340,6653.0,19.57,2120.0166532312,48.8,1071,755,103
174340102,2018,gas,313,4388.8,14.02,2120.0166532312,48.8,1071,755,103
174340102,2019,gas,325,4334.4,13.34,2120.0166532312,48.8,1071,755,103
174340102,2020,gas,356,4359.3,12.25,2120.0166532312,48.8,1071,755,103
174340102,2021,gas,322,4571.8,14.2,2120.0166532312,48.8,1071,755,103
174340102,2022,gas,333,3738.0,11.23,2120.0166532312,48.8,1071,755,103
174340102,2023,gas,337,3541.4,10.51,2120.0166532312,48.8,1071,755,103
174340102,2024,gas,310,3458.0,11.15,2120.0166532312,48.8,1071,755,103
174340103,2011,electricity,1158,7458.9,6.44,1933.88397920534,46.3,913,584,112
174340103,2012,electricity,1162,7943.3,6.84,1933.88397920534,46.3,913,584,112
174340103,2013,electricity,1181,8188.5,6.93,1933.88397920534,46.3,913,584,112
174340103,2014,electricity,1191,7467.5,6.27,1933.88397920534,46.3,913,584,112
174340103,2015,electricity,1185,7660.9,6.46,1933.88397920534,46.3,913,584,112
174340103,2016,electricity,1193,7896.8,6.62,1933.88397920534,46.3,913,584,112
174340103,2017,electricity,1212,7688.1,6.34,1933.88397920534,46.3,913,584,112
174340103,2018,electricity,1027,5212.8,5.08,1933.88397920534,46.3,913,584,112
174340103,2019,electricity,1046,5284.2,5.05,1933.88397920534,46.3,913,584,112
174340103,2020,electricity,1057,5619.1,5.32,1933.88397920534,46.3,913,584,112
174340103,2021,electricity,1007,5596.4,5.56,1933.88397920534,46.3,913,584,112
174340103,2022,electricity,1014,4984.7,4.92,1933.88397920534,46.3,913,584,112
174340103,2023,electricity,1034,4854.4,4.69,1933.88397920534,46.3,913,584,112
174340103,2024,electricity,1036,4825.7,4.66,1933.88397920534,46.3,913,584,112
174340103,2011,gas,329,5581.0,16.96,1933.88397920534,46.3,913,584,112
174340103,2012,gas,333,6456.0,19.39,1933.88397920534,46.3,913,584,112
174340103,2013,gas,330,6540.0,19.82,1933.88397920534,46.3,913,584,112
174340103,2014,gas,329,5378.0,16.35,1933.88397920534,46.3,913,584,112
174340103,2015,gas,331,5569.0,16.82,1933.88397920534,46.3,913,584,112
174340103,2016,gas,328,5709.0,17.41,1933.88397920534,46.3,913,584,112
174340103,2017,gas,326,5322.0,16.33,1933.88397920534,46.3,913,584,112
174340103,2018,gas,274,3546.3,12.94,1933.88397920534,46.3,913,584,112
174340103,2019,gas,278,3424.6,12.32,1933.88397920534,46.3,913,584,112
174340103,2020,gas,290,3449.8,11.9,1933.88397920534,46.3,913,584,112
174340103,2021,gas,276,3610.8,13.08,1933.88397920534,46.3,913,584,112
174340103,2022,gas,271,2832.3,10.45,1933.88397920534,46.3,913,584,112
174340103,2023,gas,280,2806.7,10.02,1933.88397920534,46.3,913,584,112
174340103,2024,gas,266,2754.5,10.36,1933.88397920534,46.3,913,584,112
174390000,2011,electricity,509,2848.2,5.6,772,38.9,346,199,77
174390000,2012,electricity,515,3169.2,6.15,772,38.9,346,199,77
174390000,2013,electricity,515,3250.3,6.31,772,38.9,346,199,77
174390000,2014,electricity,519,2855.8,5.5,772,38.9,346,199,77
174390000,2015,electricity,520,2900.7,5.58,772,38.9,346,199,77
174390000,2016,electricity,518,3002.2,5.8,772,38.9,346,199,77
174390000,2017,electricity,522,2918.8,5.59,772,38.9,346,199,77
174390000,2018,electricity,469,2584.0,5.51,772,38.9,346,199,77
174390000,2019,electricity,474,2537.4,5.35,772,38.9,346,199,77
174390000,2020,electricity,473,2495.8,5.28,772,38.9,346,199,77
174390000,2021,electricity,465,2686.5,5.78,772,38.9,346,199,77
174390000,2022,electricity,462,2403.9,5.2,772,38.9,346,199,77
174390000,2023,electricity,466,2366.5,5.08,772,38.9,346,199,77
174390000,2024,electricity,464,2293.0,4.94,772,38.9,346,199,77
174430000,2011,electricity,750,5557.3,7.41,1837,51.6,740,434,64
174430000,2012,electricity,785,6193.5,7.89,1837,51.6,740,434,64
174430000,2013,electricity,802,6552.9,8.17,1837,51.6,740,434,64
174430000,2014,electricity,816,5825.3,7.14,1837,51.6,740,434,64
174430000,2015,electricity,827,6166.6,7.46,1837,51.6,740,434,64
174430000,2016,electricity,848,6365.1,7.51,1837,51.6,740,434,64
174430000,2017,electricity,858,6358.0,7.41,1837,51.6,740,434,64
174430000,2018,electricity,811,6119.9,7.55,1837,51.6,740,434,64
174430000,2019,electricity,844,6148.9,7.29,1837,51.6,740,434,64
174430000,2020,electricity,873,6201.8,7.1,1837,51.6,740,434,64
174430000,2021,electricity,892,6816.7,7.64,1837,51.6,740,434,64
174430000,2022,electricity,917,6110.8,6.66,1837,51.6,740,434,64
174430000,2023,electricity,951,6000.4,6.31,1837,51.6,740,434,64
174430000,2024,electricity,957,5952.0,6.22,1837,51.6,740,434,64
174470000,2011,electricity,781,5588.1,7.16,2052,46.5,790,401,93
174470000,2012,electricity,810,6158.9,7.6,2052,46.5,790,401,93
174470000,2013,electricity,821,6548.6,7.98,2052,46.5,790,401,93
174470000,2014,electricity,834,6046.1,7.25,2052,46.5,790,401,93
174470000,2015,electricity,847,6432.7,7.59,2052,46.5,790,401,93
174470000,2016,electricity,867,6601.2,7.61,2052,46.5,790,401,93
174470000,2017,electricity,900,6537.7,7.26,2052,46.5,790,401,93
174470000,2018,electricity,834,5831.4,6.99,2052,46.5,790,401,93
174470000,2019,electricity,859,5857.0,6.82,2052,46.5,790,401,93
174470000,2020,electricity,866,6017.4,6.95,2052,46.5,790,401,93
174470000,2021,electricity,891,6467.0,7.26,2052,46.5,790,401,93
174470000,2022,electricity,921,6001.6,6.52,2052,46.5,790,401,93
174470000,2023,electricity,1033,5833.1,5.65,2052,46.5,790,401,93
174470000,2024,electricity,1087,5948.0,5.47,2052,46.5,790,401,93
174470000,2011,gas,53,751.0,14.17,2052,46.5,790,401,93
174470000,2012,gas,55,871.0,15.84,2052,46.5,790,401,93
174470000,2013,gas,55,890.0,16.18,2052,46.5,790,401,93
174470000,2014,gas,55,687.0,12.49,2052,46.5,790,401,93
174470000,2015,gas,55,722.0,13.13,2052,46.5,790,401,93
174470000,2016,gas,55,759.0,13.8,2052,46.5,790,401,93
174470000,2017,gas,59,789.0,13.37,2052,46.5,790,401,93
174470000,2018,gas,52,678.9,13.06,2052,46.5,790,401,93
174470000,2019,gas,53,643.6,12.14,2052,46.5,790,401,93
174470000,2020,gas,50,604.3,12.09,2052,46.5,790,401,93
174470000,2021,gas,49,661.7,13.5,2052,46.5,790,401,93
174470000,2022,gas,50,481.5,9.63,2052,46.5,790,401,93
174470000,2023,gas,47,457.5,9.73,2052,46.5,790,401,93
174470000,2024,gas,45,452.9,10.06,2052,46.5,790,401,93
174570000,2011,electricity,578,3796.4,6.57,1194,47.6,495,250,62
174570000,2012,electricity,580,4006.7,6.91,1194,47.6,495,250,62
174570000,2013,electricity,596,4129.1,6.93,1194,47.6,495,250,62
174570000,2014,electricity,604,3815.6,6.32,1194,47.6,495,250,62
174570000,2015,electricity,621,4001.5,6.44,1194,47.6,495,250,62
174570000,2016,electricity,637,4250.8,6.67,1194,47.6,495,250,62
174570000,2017,electricity,660,4140.8,6.27,1194,47.6,495,250,62
174570000,2018,electricity,603,3819.2,6.33,1194,47.6,495,250,62
174570000,2019,electricity,619,3818.9,6.17,1194,47.6,495,250,62
174570000,2020,electricity,632,3938.8,6.23,1194,47.6,495,250,62
174570000,2021,electricity,621,4246.5,6.84,1194,47.6,495,250,62
174570000,2022,electricity,627,3917.3,6.25,1194,47.6,495,250,62
174570000,2023,electricity,632,3877.0,6.13,1194,47.6,495,250,62
174570000,2024,electricity,639,3830.8,6.0,1194,47.6,495,250,62
174660000,2011,electricity,948,7313.5,7.71,2339,50.4,931,550,58
174660000,2012,electricity,968,8107.0,8.38,2339,50.4,931,550,58
174660000,2013,electricity,983,8550.4,8.7,2339,50.4,931,550,58
174660000,2014,electricity,1009,7789.3,7.72,2339,50.4,931,550,58
174660000,2015,electricity,1018,8352.3,8.2,2339,50.4,931,550,58
174660000,2016,electricity,1033,8636.0,8.36,2339,50.4,931,550,58
174660000,2017,electricity,1052,8537.8,8.12,2339,50.4,931,550,58
174660000,2018,electricity,1007,8070.6,8.01,2339,50.4,931,550,58
174660000,2019,electricity,1016,8014.7,7.89,2339,50.4,931,550,58
174660000,2020,electricity,1041,8128.8,7.81,2339,50.4,931,550,58
174660000,2021,electricity,1051,8541.1,8.13,2339,50.4,931,550,58
174660000,2022,electricity,1066,7735.0,7.26,2339,50.4,931,550,58
174660000,2023,electricity,1069,7522.8,7.04,2339,50.4,931,550,58
174660000,2024,electricity,1079,7402.8,6.86,2339,50.4,931,550,58
174720000,2011,electricity,797,6051.1,7.59,2316,64.0,847,507,64
174720000,2012,electricity,877,7287.7,8.31,2316,64.0,847,507,64
174720000,2013,electricity,900,7968.7,8.85,2316,64.0,847,507,64
174720000,2014,electricity,901,7218.8,8.01,2316,64.0,847,507,64
174720000,2015,electricity,911,7507.7,8.24,2316,64.0,847,507,64
174720000,2016,electricity,922,7957.0,8.63,2316,64.0,847,507,64
174720000,2017,electricity,929,7805.8,8.4,2316,64.0,847,507,64
174720000,2018,electricity,869,7125.0,8.2,2316,64.0,847,507,64
174720000,2019,electricity,878,7048.5,8.03,2316,64.0,847,507,64
174720000,2020,electricity,879,7023.2,7.99,2316,64.0,847,507,64
174720000,2021,electricity,887,7411.9,8.36,2316,64.0,847,507,64
174720000,2022,electricity,890,6610.7,7.43,2316,64.0,847,507,64
174720000,2023,electricity,893,6288.4,7.04,2316,64.0,847,507,64
174720000,2024,electricity,892,6184.0,6.93,2316,64.0,847,507,64
174800000,2011,electricity,366,2703.2,7.39,747,44.2,279,168,16
174800000,2012,electricity,367,2802.6,7.64,747,44.2,279,168,16
174800000,2013,electricity,369,2947.8,7.99,747,44.2,279,168,16
174800000,2014,electricity,374,2797.5,7.48,747,44.2,279,168,16
174800000,2015,electricity,373,2947.8,7.9,747,44.2,279,168,16
174800000,2016,electricity,370,2954.7,7.99,747,44.2,279,168,16
174800000,2017,electricity,368,2932.0,7.97,747,44.2,279,168,16
174800000,2018,electricity,337,2714.9,8.06,747,44.2,279,168,16
174800000,2019,electricity,342,2731.3,7.99,747,44.2,279,168,16
174800000,2020,electricity,343,2706.8,7.89,747,44.2,279,168,16
174800000,2021,electricity,328,2752.5,8.39,747,44.2,279,168,16
174800000,2022,electricity,328,2451.3,7.47,747,44.2,279,168,16
174800000,2023,electricity,332,2341.9,7.05,747,44.2,279,168,16
174800000,2024,electricity,328,2324.7,7.09,747,44.2,279,168,16
174820000,2011,electricity,302,2294.8,7.6,641,41.3,253,112,31
174820000,2012,electricity,310,2434.3,7.85,641,41.3,253,112,31
174820000,2013,electricity,316,2611.3,8.26,641,41.3,253,112,31
174820000,2014,electricity,318,2404.0,7.56,641,41.3,253,112,31
174820000,2015,electricity,320,2392.3,7.48,641,41.3,253,112,31
174820000,2016,electricity,324,2459.8,7.59,641,41.3,253,112,31
174820000,2017,electricity,322,2394.3,7.44,641,41.3,253,112,31
174820000,2018,electricity,286,2175.7,7.61,641,41.3,253,112,31
174820000,2019,electricity,290,2122.5,7.32,641,41.3,253,112,31
174820000,2020,electricity,287,2121.1,7.39,641,41.3,253,112,31
174820000,2021,electricity,291,2348.5,8.07,641,41.3,253,112,31
174820000,2022,electricity,301,2111.0,7.01,641,41.3,253,112,31
174820000,2023,electricity,305,2071.7,6.79,641,41.3,253,112,31
174820000,2024,electricity,325,2087.1,6.42,641,41.3,253,112,31
174830000,2011,electricity,797,5124.9,6.43,1505,47.9,665,409,45
174830000,2012,electricity,818,5888.9,7.2,1505,47.9,665,409,45
174830000,2013,electricity,833,6303.1,7.57,1505,47.9,665,409,45
174830000,2014,electricity,837,5654.7,6.76,1505,47.9,665,409,45
174830000,2015,electricity,848,5911.4,6.97,1505,47.9,665,409,45
174830000,2016,electricity,857,6028.0,7.03,1505,47.9,665,409,45
174830000,2017,electricity,876,5990.5,6.84,1505,47.9,665,409,45
174830000,2018,electricity,778,5316.7,6.83,1505,47.9,665,409,45
174830000,2019,electricity,794,5214.3,6.57,1505,47.9,665,409,45
174830000,2020,electricity,800,5276.4,6.6,1505,47.9,665,409,45
174830000,2021,electricity,805,5677.1,7.05,1505,47.9,665,409,45
174830000,2022,electricity,858,5127.0,5.98,1505,47.9,665,409,45
174830000,2023,electricity,857,5043.7,5.89,1505,47.9,665,409,45
174830000,2024,electricity,865,4896.8,5.66,1505,47.9,665,409,45
174830000,2011,gas,85,1012.0,11.91,1505,47.9,665,409,45
174830000,2012,gas,82,1411.0,17.21,1505,47.9,665,409,45
174830000,2013,gas,85,1445.0,17.0,1505,47.9,665,409,45
174830000,2014,gas,85,1190.0,14.0,1505,47.9,665,409,45
174830000,2015,gas,85,1321.0,15.54,1505,47.9,665,409,45
174830000,2016,gas,85,1350.0,15.88,1505,47.9,665,409,45
174830000,2017,gas,86,1315.0,15.29,1505,47.9,665,409,45
174830000,2018,gas,85,1264.0,14.87,1505,47.9,665,409,45
174830000,2019,gas,84,1132.8,13.49,1505,47.9,665,409,45
174830000,2020,gas,83,1032.5,12.44,1505,47.9,665,409,45
174830000,2021,gas,83,1132.7,13.65,1505,47.9,665,409,45
174830000,2022,gas,78,861.3,11.04,1505,47.9,665,409,45
174830000,2023,gas,78,812.2,10.41,1505,47.9,665,409,45
174830000,2024,gas,74,775.1,10.47,1505,47.9,665,409,45
